path,label,block_res_var_mean,block_res_var_std,chi_square_parity,even_odd_imbalance,gray_mean,gray_std,lsb_ratio,neighbor_absdiff_mean,neighbor_absdiff_std,res_kurtosis,res_mean,res_std
stego/-UCR39SnjCg_stego.png,1,1.0799534321,3.5013995171,59.9440968831,0.0087305705,86.2388000488,60.0557289124,0.5043652852,1.4237022400,2.0702445507,38.9953453223,-0.0000000012,1.0509666204
cover/-Ylz_tc8NOk.png,0,26.4949188232,48.1302795410,6.0651855469,-0.0055541992,135.6146240234,48.4732284546,0.4972229004,5.8091740608,7.6942911148,14.5868628720,0.0000000054,5.1858792305
stego/-Ylz_tc8NOk_stego.png,1,11.7244453430,31.4778289795,0.6124318441,0.0008824666,135.6199340820,48.6608543396,0.5004412333,3.7571418285,5.5374317169,25.7447830051,-0.0000000100,3.4530661106
cover/00taym-piCM.png,0,19.5644645691,48.0312194824,796.7644042969,-0.0636596680,81.9628295898,34.8052139282,0.4681701660,3.5820364952,6.9817013741,42.8425979800,-0.0000000065,4.4487323761
stego/00taym-piCM_stego.png,1,10.2690153122,27.3431510925,3995.8945770264,-0.0712814331,81.9721145630,35.0123558044,0.4643592834,2.6330986023,5.2665295601,66.6058268867,-0.0000000001,3.2204098701
cover/00W-OglEHdQ.png,0,69.7589111328,58.9787292480,13.9819539388,-0.0084330241,47.8618087769,27.6787109375,0.4957834880,9.5582199097,9.8280487061,5.8436624048,-0.0000000050,8.3804855347
stego/00W-OglEHdQ_stego.png,1,75.1766891479,61.8230209351,201.6815643311,-0.0160140991,47.8643112183,29.2354679108,0.4919929504,9.7757825851,9.9141845703,5.7211914850,-0.0000000001,8.6957044601
cover/02nvhdj6_dk.png,0,14.6013469696,65.7484359741,16758.0159505208,-0.2919514974,16.9270114899,31.2349605560,0.3540242513,1.9698419571,6.8292984962,91.0926727300,-0.0000000001,3.8406202793
stego/02nvhdj6_dk_stego.png,1,6.5534448624,34.8949394226,51032.6532440186,-0.2547378540,16.9703102112,31.3689441681,0.3726310730,1.3654918671,4.8072867393,113.9797336505,0.0000000003,2.5819253922
cover/06jbyhQkaZc.png,0,16.8785057068,91.7036209106,5098.8883666992,0.1610412598,127.1340484619,87.2525482178,0.5805206299,3.5503540039,7.5269751549,94.7205017553,-0.0000000275,4.1417465210
stego/06jbyhQkaZc_stego.png,1,6.2839403152,42.9023208618,2134.3751271566,0.0520960490,127.0812377930,87.2271575928,0.5260480245,2.0783731937,4.9951028824,137.5878713681,-0.0000000108,2.5314722061
cover/0dD8vddb6_8.png,0,30.8083400726,92.8832550049,0.0358886719,0.0004272461,95.8526535034,42.4176330566,0.5002136230,2.7839193344,8.6889381409,44.7032720976,0.0000000086,5.5873889923
stego/0dD8vddb6_8_stego.png,1,25.2870483398,91.4031219482,0.0649464925,-0.0002873739,95.8367309570,42.7803230286,0.4998563131,2.2072334290,7.7782402039,55.9487229800,-0.0000000058,5.0576701164
cover/0gmYLADpIzA.png,0,5.7699232101,36.3194198608,1.1427612305,-0.0024108887,75.9385375977,47.2307014465,0.4987945557,1.8567365408,5.2478880882,127.6508987313,-0.0000000079,2.4301242828
stego/0gmYLADpIzA_stego.png,1,1.5167875290,11.8679285049,5.7473195394,-0.0027033488,75.9471511841,47.2624359131,0.4986483256,1.0770951509,3.0641386509,204.2503049460,-0.0000000001,1.2567423582
cover/0hvmAoYkQYM.png,0,128.0008392334,116.2773590088,1.9050292969,-0.0031127930,107.3446044922,49.7438049316,0.4984436035,14.3780946732,14.4425992966,5.0072809049,-0.0000000116,11.3740921021
stego/0hvmAoYkQYM_stego.png,1,63.5701980591,104.9067459106,0.0069630941,0.0000940959,107.3420104980,50.6256713867,0.5000470479,9.6920022964,11.4581975937,10.0067838605,0.0000000072,8.0286388397
cover/0HvnSVQy1dk.png,0,94.6100769043,97.0584640503,0.7190755208,0.0019124349,99.4835662842,25.3863582611,0.5009562174,10.2507963181,10.4924106598,6.0822398149,0.0000000068,9.7502679825
stego/0HvnSVQy1dk_stego.png,1,97.4368896484,89.1510086060,1.0483601888,-0.0011545817,99.4872741699,27.5795192719,0.4994227091,10.4285240173,11.1264638901,5.1718525895,-0.0000000086,9.9005498886
cover/0ITYt-tkq4I.png,0,15.2693986893,31.7062568665,7.4467976888,-0.0061543783,62.8506088257,46.2517318726,0.4969228109,3.7161390781,6.7164363861,27.8764526079,0.0000000233,3.9339642525
stego/0ITYt-tkq4I_stego.png,1,11.2135601044,28.7523994446,0.0024617513,0.0000559489,62.8556976318,46.4028816223,0.5000279744,2.8107721806,5.3919644356,23.8579511182,0.0000000023,3.3673539162
cover/0koIWaAZbaA.png,0,68.8482360840,92.5241546631,0.4700520833,-0.0015462240,89.7831039429,52.2323760986,0.4992268880,8.9322357178,11.8678808212,9.6894311301,0.0000000154,8.3401079178
stego/0koIWaAZbaA_stego.png,1,53.4662399292,85.1774673462,1.9175008138,-0.0015614827,89.7831192017,52.8769760132,0.4992192586,7.7491345406,9.9542245865,11.2573177325,0.0000000066,7.3432517052
cover/0M03LwqzZBM.png,0,20.4336204529,46.5903282166,1.5723470052,0.0028279622,147.8969421387,65.3035507202,0.5014139811,4.4039831161,7.8798546791,19.6773372399,-0.0000000197,4.5529122353
stego/0M03LwqzZBM_stego.png,1,13.6416282654,39.1874809265,1.2614135742,-0.0012664795,147.9019775391,65.4367141724,0.4993667603,3.2088472843,5.9351549149,30.5994901330,0.0000000119,3.7151176929
cover/0oCZLHIHBns.png,0,26.3253860474,48.7839050293,140.0833333333,-0.0266927083,123.8672485352,80.6083374023,0.4866536458,5.5617294312,9.0959634781,16.9821249419,-0.0000000237,5.1740775108
stego/0oCZLHIHBns_stego.png,1,7.8986673355,25.7035465240,151.0192921956,-0.0138575236,123.8797531128,80.6815795898,0.4930712382,3.2148604393,5.7412614822,41.5491816616,-0.0000000065,2.8485863209
cover/0pJ5B6fnBp0.png,0,8.5592288971,24.3888378143,0.2785034180,0.0011901855,174.7548217773,36.9969940186,0.5005950928,3.1523780823,5.5082774162,44.6684412063,0.0000000159,2.9568176270
stego/0pJ5B6fnBp0_stego.png,1,3.2727010250,10.2076854706,0.0006154378,-0.0000279744,174.7578887939,37.0647087097,0.4999860128,2.2331318855,3.3489589691,48.9411499119,-0.0000000066,1.8316422701
cover/0PUQAOpLSIQ.png,0,287.8335266113,255.5381317139,2.2425130208,-0.0033772786,78.4016876221,52.8251457214,0.4983113607,16.4371414185,19.8130416870,4.5268864860,-0.0000000028,17.0298137665
stego/0PUQAOpLSIQ_stego.png,1,184.9066772461,180.9938964844,0.1418507894,-0.0004247030,78.3996658325,55.1539802551,0.4997876485,13.7074623108,17.7023391724,5.2593112444,-0.0000000140,13.6635780334
cover/0qqWALcBFnY.png,0,137.8164978027,155.5347442627,0.0968627930,0.0007019043,119.1311035156,70.7179260254,0.5003509521,10.6288776398,18.0007362366,7.6615422001,-0.0000000298,11.8488311768
stego/0qqWALcBFnY_stego.png,1,92.6797332764,140.6608734131,0.6850636800,-0.0009333293,119.1327896118,71.5755233765,0.4995333354,8.4152526855,14.5827102661,11.1227744179,0.0000000093,9.6961517334
cover/0sRGmQwaxZ0.png,0,44.9862060547,101.5646820068,0.0020345052,-0.0001017253,176.7010498047,26.7669143677,0.4999491374,6.2857637405,8.5578775406,22.3190416657,-0.0000000063,6.7264823914
stego/0sRGmQwaxZ0_stego.png,1,43.1865158081,95.8004074097,0.1611531576,0.0004526774,176.7043762207,27.7201442719,0.5002263387,6.3431334496,8.1950092316,19.7451547665,-0.0000000171,6.5934753418
cover/0u_VMSWGgBU.png,0,3.4012162685,13.0419588089,8460.1575520833,-0.2074381510,76.3003005981,47.1421012878,0.3962809245,1.2890725136,3.3671531677,67.1046682240,0.0000000064,1.8578418493
stego/0u_VMSWGgBU_stego.png,1,2.6572935581,15.4810781479,34777.1744842529,-0.2102890015,76.3055572510,47.1795234680,0.3948554993,0.9257770181,2.6802923679,117.4687410037,0.0000000015,1.6378754377
cover/0XYeJue2KJM.png,0,445.7948303223,326.4059448242,3.8321126302,0.0044148763,109.1496810913,65.5627975464,0.5022074382,23.1364650726,24.5200157166,4.5735565282,-0.0000000058,21.2019538879
stego/0XYeJue2KJM_stego.png,1,452.7963867188,310.8438415527,4.3425292969,-0.0023498535,109.1572875977,69.5442733765,0.4988250732,23.3882331848,24.4604892731,4.4339169212,0.0000000045,21.3531665802
cover/13JMpnyS7Ls.png,0,15.1387491226,42.7990417480,18.8673706055,-0.0097961426,119.6533584595,64.4983139038,0.4951019287,4.0062499046,7.6442384720,35.7830519297,0.0000000168,3.9442605972
stego/13JMpnyS7Ls_stego.png,1,6.9405174255,24.5495376587,2.1291554769,0.0016454061,119.6545028687,64.5742263794,0.5008227030,2.7891314030,4.9119963646,53.0696556578,0.0000000113,2.6609637737
cover/16EFEq4gphQ.png,0,112.9425811768,127.2771530151,0.0009969076,0.0000712077,104.7819061279,47.8743667603,0.5000356038,11.4065294266,13.7545681000,6.9262199815,0.0000000156,10.6654891968
stego/16EFEq4gphQ_stego.png,1,67.7680511475,120.8664321899,5.5118865967,-0.0026473999,104.7839813232,48.8050994873,0.4986763000,8.4154291153,11.7038583755,12.4276146783,0.0000000165,8.2713079453
cover/18dMIxCo3GE.png,0,232.9989624023,378.5744934082,278.5237630208,-0.0376383464,85.6529235840,69.7911376953,0.4811808268,12.3122587204,21.5583972931,9.2737319292,0.0000000303,15.3191328049
stego/18dMIxCo3GE_stego.png,1,131.3840026855,260.7013854980,686.4150441488,-0.0295435588,85.6410369873,71.1001052856,0.4852282206,8.5403804779,18.2023258209,13.3080667060,0.0000000078,11.5215959549
cover/1braZySlEKA.png,0,35.2254219055,99.2994461060,1.8310546875,0.0030517578,65.7154693604,28.7884864807,0.5015258789,3.2254786491,10.3489189148,74.1569769397,-0.0000000010,5.9756922722
stego/1braZySlEKA_stego.png,1,12.4149560928,50.5320549011,7.1302083333,0.0030110677,65.7238006592,29.1452617645,0.5015055339,2.0696723461,6.9669399261,128.0756572545,-0.0000000041,3.5657291412
cover/1fWwJOY49ow.png,0,126.9593200684,292.7842712402,5.3750813802,0.0052286784,127.0007781982,96.3505477905,0.5026143392,6.3480920792,17.5134201050,20.3953090472,-0.0000000056,11.3158092499
stego/1fWwJOY49ow_stego.png,1,81.8565292358,215.8148498535,0.2179412842,0.0005264282,127.0034637451,96.9074096680,0.5002632141,4.8037242889,14.6463203430,27.1556632198,-0.0000000002,9.0890407562
cover/1kqqPKhn0a4.png,0,57.9744186401,101.6902236938,7.3731282552,0.0061238607,99.5750427246,58.7634468079,0.5030619303,5.3694777489,10.7785539627,11.7951355801,-0.0000000058,7.6522641182
stego/1kqqPKhn0a4_stego.png,1,33.2387733459,63.8238372803,4.8054199219,0.0024719238,99.5768280029,59.1571350098,0.5012359619,4.2480411530,8.8457517624,14.7724538811,0.0000000187,5.8002057076
cover/1m_0l2lmarA.png,0,124.7387542725,130.7849121094,0.4762573242,-0.0015563965,72.4190292358,41.1003417969,0.4992218018,11.4427576065,13.8705053329,6.8625088758,-0.0000000203,11.2184534073
stego/1m_0l2lmarA_stego.png,1,95.8867645264,111.9378051758,1.4886525472,-0.0013758341,72.4212188721,42.5583000183,0.4993120829,9.9605798721,12.6024580002,7.6797449338,-0.0000000056,9.8343973160
cover/1NRIIzqbJls.png,0,14.3783588409,32.2909164429,1.0576171875,-0.0023193359,113.5701980591,44.3930587769,0.4988403320,3.4118564129,6.3648624420,21.6506462204,-0.0000000028,3.8225162029
stego/1NRIIzqbJls_stego.png,1,6.3512535095,20.1238174438,0.1452687581,-0.0004297892,113.5794372559,44.5000686646,0.4997851054,2.2083430290,4.4795436859,46.7722475590,0.0000000109,2.5424926281
cover/1RIWi9HxXrk.png,0,55.3596191406,69.1435317993,2.8154296875,0.0037841797,110.9578781128,59.4125289917,0.5018920898,6.8842344284,10.2138366699,9.9259420601,-0.0000000289,7.4691915512
stego/1RIWi9HxXrk_stego.png,1,62.1768836975,83.2253036499,3.1183319092,0.0019912720,110.9616241455,60.0236129761,0.5009956360,6.9717316628,10.5337247849,11.0116345317,0.0000000133,7.9064431190
cover/1rzZXCr0vFI.png,0,294.6836853027,304.2156066895,0.8301595052,0.0020548503,176.1631317139,74.4665374756,0.5010274251,15.4673585892,24.3419971466,6.3088166262,0.0000000389,17.2356891632
stego/1rzZXCr0vFI_stego.png,1,129.4030151367,158.8160400391,0.4608205160,-0.0007654826,176.1820068359,75.7708129883,0.4996172587,10.8587894440,18.2754573822,8.3840245043,0.0000000156,11.4503345490
cover/2-EudbifIo8.png,0,67.0953063965,71.5061264038,1.2817586263,-0.0025533040,70.0960006714,37.6672019958,0.4987233480,9.9266166687,11.5520362854,7.3538122997,0.0000000100,8.2464799881
stego/2-EudbifIo8_stego.png,1,22.5109519958,36.3512344360,14.3383839925,-0.0042699178,70.0969696045,38.1427421570,0.4978650411,6.3191227913,7.7442607880,12.8703983222,0.0000000033,4.7968263626
cover/2-phOrgQnuY.png,0,35.3466911316,106.1974029541,3.6231282552,-0.0042928060,54.3896865845,24.9729900360,0.4978535970,4.8803839684,8.0620222092,26.7763453655,0.0000000092,5.9518175125
stego/2-phOrgQnuY_stego.png,1,37.4160308838,46.6400527954,8.3985646566,-0.0032679240,54.3900909424,25.8194751740,0.4983660380,5.4185457230,8.2212333679,22.2321313991,-0.0000000011,6.1290163994
cover/21r3djZK3Lc.png,0,71.7725067139,106.3288650513,1.1621297201,0.0024312337,98.0412750244,60.3595504761,0.5012156169,9.9388113022,14.4168443680,12.7601113704,-0.0000000361,8.5525236130
stego/21r3djZK3Lc_stego.png,1,29.5932235718,74.0784683228,1.8127899170,-0.0015182495,98.0460510254,60.7175827026,0.4992408752,6.0916666985,9.7435560226,28.9152742558,0.0000000009,5.4935984612
cover/2DNM5vMPte0.png,0,213.4990844727,115.2197647095,3.1103719076,-0.0039774577,96.6876907349,33.5761146545,0.4980112712,16.5199832916,16.7655296326,4.8139363228,0.0000000118,14.6510295868
stego/2DNM5vMPte0_stego.png,1,134.1917114258,102.9288864136,1.8925984701,-0.0015513102,96.6936874390,36.1244697571,0.4992243449,12.8451347351,15.0921945572,5.8298392501,-0.0000000012,11.6333065033
cover/2EGf-Ag2tyA.png,0,1.8927733898,6.7991428375,0.2690633138,0.0011698405,112.2159118652,89.5575790405,0.5005849202,1.4866529703,2.3250608444,43.3496583628,-0.0000000093,1.3838150501
stego/2EGf-Ag2tyA_stego.png,1,2.5958383083,4.6428222656,4.9649251302,-0.0025126139,112.2165451050,89.5723342896,0.4987436930,1.8006024361,1.9546132088,15.0229865290,0.0000000108,1.6152951717
cover/2g4tPn43KQM.png,0,323.6917114258,235.4803619385,20.9599812826,0.0103251139,123.3072967529,58.8457756042,0.5051625570,20.2360343933,20.5310668945,4.3210493842,-0.0000000154,18.0469207764
stego/2g4tPn43KQM_stego.png,1,247.9300994873,196.7919311523,6.8440755208,0.0029500326,123.3091812134,61.4879417419,0.5014750163,17.8770637512,18.7275657654,4.8603340969,-0.0000000147,15.8073902130
cover/2NQ6ftSvjTA.png,0,131.0187683105,101.5960845947,2.6956380208,0.0037027995,91.8666305542,37.4795417786,0.5018513997,12.5897769928,12.9825868607,5.5672883675,0.0000000009,11.4826154709
stego/2NQ6ftSvjTA_stego.png,1,136.6930236816,122.1720809937,0.0638020833,-0.0002848307,91.8647155762,39.5926284790,0.4998575846,12.5121698380,13.5776748657,6.3707859938,-0.0000000045,11.7310428619
cover/2PakANi-QL8.png,0,125.3940429688,173.7247772217,4.0833333333,-0.0045572917,52.5900650024,40.4559173584,0.4977213542,11.2106542587,13.8384456635,8.6203258400,0.0000000122,11.2237167358
stego/2PakANi-QL8_stego.png,1,173.8374023438,134.9260406494,0.0045776367,0.0000762939,52.5924911499,42.7831649780,0.5000381470,13.2981109619,15.7059612274,8.4990161937,-0.0000000028,13.2133636475
cover/2RYs4mRqbM4.png,0,14.2770414352,64.4213562012,1.0483601888,0.0023091634,112.6406860352,78.2993240356,0.5011545817,2.1573190689,7.1267333031,87.6061052173,0.0000000189,3.8006021976
stego/2RYs4mRqbM4_stego.png,1,7.3621754646,45.6403427124,1.6121877035,-0.0014317830,112.6443862915,78.3614578247,0.4992841085,1.5173975229,5.0519814491,168.9056097116,0.0000000040,2.7327728271
cover/2V3OzQZAIPs.png,0,267.1282348633,290.2532348633,0.1401570638,-0.0008443197,133.0259399414,59.7644119263,0.4995778402,14.5561599731,20.9465370178,7.3227344284,-0.0000000134,16.3812503815
stego/2V3OzQZAIPs_stego.png,1,286.9019775391,319.9071044922,3.5717976888,-0.0021311442,133.0294189453,62.5745811462,0.4989344279,14.9926004410,22.2234477997,7.7184929985,0.0000000146,16.9819869995
cover/311t51Tz1Tk.png,0,218.6375122070,146.3758850098,0.0007324219,-0.0000610352,86.5817718506,59.4856300354,0.4999694824,16.2505607605,15.7834749222,4.2773775478,-0.0000000352,14.8244895935
stego/311t51Tz1Tk_stego.png,1,244.2238769531,188.8435668945,0.2905324300,-0.0006078084,86.5832824707,61.8491134644,0.4996960958,16.8506450653,17.4492721558,4.6214991177,0.0000000037,15.6696796417
cover/39DcBUbYZP4.png,0,281.8230590820,207.7602691650,3.8321126302,0.0044148763,127.1213531494,60.6866645813,0.5022074382,18.6183052063,20.7479019165,4.8059347350,-0.0000000275,16.8525753021
stego/39DcBUbYZP4_stego.png,1,143.7884826660,169.7731170654,0.4102376302,-0.0007222493,127.1226043701,62.3649253845,0.4996388753,13.4158420563,16.8241214752,7.1405891382,0.0000000019,12.0560913086
cover/3_LuiBGleko.png,0,5.0772690773,19.1180877686,0.6018880208,-0.0017496745,107.3525085449,68.5855636597,0.4991251628,1.2858755589,4.4393310547,60.9504255548,0.0000000085,2.2670884132
stego/3_LuiBGleko_stego.png,1,2.1332364082,10.7894077301,0.0661010742,-0.0002899170,107.3600845337,68.6105422974,0.4998550415,0.7773607373,2.9372372627,119.4235074102,-0.0000000077,1.4711825848
cover/3atyPswCWX8.png,0,1.0043847561,2.7278885841,2.8610229492,0.0038146973,90.1130218506,34.0927352905,0.5019073486,1.0282540321,1.3906214237,250.4624308055,-0.0000000054,1.0050218105
stego/3atyPswCWX8_stego.png,1,1.6666351557,8.9616098404,0.2116699219,0.0005187988,90.1162109375,34.1212234497,0.5002593994,0.8744698763,1.7974054813,931.1670078735,-0.0000000015,1.2936525345
cover/3B5xl5yOTY4.png,0,17.7211532593,94.1845779419,4.7266438802,-0.0049031576,218.8506622314,19.1905555725,0.4975484212,1.9249361753,7.0623745918,90.9381893028,0.0000001038,4.2244167328
stego/3B5xl5yOTY4_stego.png,1,9.2166938782,55.6908874512,1.1621297201,-0.0012156169,218.8574829102,19.5121898651,0.4993921916,1.8665388823,5.2507953644,119.7239679458,0.0000000632,3.0501012802
cover/3eqn2LWLYzs.png,0,99.4366607666,131.1081390381,0.0263671875,0.0003662109,135.0946655273,54.8197212219,0.5001831055,8.6016302109,13.7824144363,8.0448536992,-0.0000000079,9.9972066879
stego/3eqn2LWLYzs_stego.png,1,98.2121505737,149.0272369385,0.0020345052,-0.0000508626,135.0919799805,55.8826828003,0.4999745687,8.0744895935,13.7882213593,9.7190350013,-0.0000000007,9.9387502670
cover/3iylzOqSXKA.png,0,19.9391326904,44.7416191101,3.8321126302,0.0044148763,91.6344146729,48.9883308411,0.5022074382,4.9137029648,7.8338580132,21.7057995695,0.0000000055,4.5010490417
stego/3iylzOqSXKA_stego.png,1,7.6401004791,29.9161682129,2.1357421875,-0.0016479492,91.6358337402,49.1084976196,0.4991760254,2.9042696953,5.2300701141,56.6977303119,0.0000000113,2.7905666828
cover/3MxE6q2r8_g.png,0,113.0235290527,187.3808898926,139.5499877930,0.0266418457,82.0247344971,65.4429168701,0.5133209229,8.8717432022,15.2623577118,15.4929134094,-0.0000000065,10.6664409637
stego/3MxE6q2r8_g_stego.png,1,87.4915313721,159.9647064209,988.6645711263,0.0354563395,82.0371322632,66.2866439819,0.5177281698,7.6103811264,13.5979242325,15.4732894855,0.0000000003,9.3896951675
cover/3nQhyFuwUkk.png,0,71.1330413818,156.3321075439,10467.9054565430,0.2307434082,193.8558197021,83.6947555542,0.6153717041,5.4108610153,14.4324808121,18.6115987244,0.0000000038,8.4865198135
stego/3nQhyFuwUkk_stego.png,1,62.5656318665,134.2217407227,35829.7361297607,0.2134475708,193.8432617188,84.1359786987,0.6067237854,4.9225134850,12.6006612778,17.3968241806,-0.0000000168,7.9413299561
cover/3obnj6Rz1eY.png,0,67.4945373535,109.7231597900,18.7109578451,0.0097554525,121.6230316162,49.5084686279,0.5048777262,6.7187395096,11.0515918732,11.9807218735,0.0000000047,8.2339639664
stego/3obnj6Rz1eY_stego.png,1,60.1986351013,106.3829879761,48.1563771566,-0.0078252157,121.6280593872,50.2484588623,0.4960873922,6.1183209419,10.9390306473,14.2381417421,0.0000000013,7.7827210426
cover/3Xd5j9-drDA.png,0,61.4797973633,174.3559265137,1.6875000000,-0.0029296875,183.7969360352,70.4188461304,0.4985351562,4.9934062958,13.9742956161,34.6725431051,-0.0000000199,7.8913512230
stego/3Xd5j9-drDA_stego.png,1,25.7343635559,99.0903625488,1.5330047607,-0.0013961792,183.8043823242,70.6923980713,0.4993019104,2.9145834446,9.6960840225,64.4202921115,-0.0000000047,5.1187953949
cover/3XWWFTKH2d4.png,0,386.3789672852,479.1139831543,0.3818562826,0.0013936361,87.7832031250,68.1610794067,0.5006968180,16.0219821930,25.2545738220,7.0655840800,0.0000000037,19.6967830658
stego/3XWWFTKH2d4_stego.png,1,431.7259521484,589.3761596680,2.4075520833,0.0017496745,87.7819137573,71.7880706787,0.5008748372,16.3271198273,27.5893630981,7.4608361373,-0.0000000091,20.8328704834
cover/3YbnpFS39oc.png,0,33.7306098938,96.1323623657,3044.5615437826,-0.1244405111,136.1607666016,44.5242958069,0.4377797445,3.2274167538,8.8944330215,35.0911445168,-0.0000000275,5.8267741203
stego/3YbnpFS39oc_stego.png,1,28.8676261902,83.8303222656,5713.1715138753,-0.0852330526,136.1763916016,44.9004364014,0.4573834737,3.2026529312,8.1862697601,35.1813298876,-0.0000000304,5.3925657272
cover/44viBeBkT-c.png,0,190.5048370361,334.7385253906,0.2552083333,-0.0011393229,40.1772537231,36.4423370361,0.4994303385,10.8042011261,18.2777080536,15.2441480987,-0.0000000072,13.8545026779
stego/44viBeBkT-c_stego.png,1,160.2965087891,297.8609619141,14.6129608154,-0.0043106079,40.1808319092,39.1078567505,0.4978446960,10.3600130081,17.3794345856,15.9634387854,0.0000000036,12.7205429077
cover/4_-u8IUasRs.png,0,469.4437866211,369.1758728027,0.3544921875,-0.0013427734,175.1543121338,64.6193771362,0.4993286133,21.5300369263,26.7862739563,4.8025897675,-0.0000000056,21.7445354462
